date,ticker,open,high,low,close,adjclose,volume
2022-05-09,AMZN,254.94,257.88,248.41,257.48,255.14,2057516
2022-05-10,AMZN,248.62,255.49,244.28,248.95,249.91,4294254
2022-05-11,AMZN,256.26,260.28,255.36,252.45,252.83,9429131
2022-05-12,AMZN,251.34,257.9,245.58,248.81,244.19,1916625
2022-05-13,AMZN,257.09,258.63,254.22,257.1,259.42,2019081
2022-05-16,AMZN,254.68,258.39,250.55,257.92,254.54,8270483
2022-05-17,AMZN,259.59,263.92,254.14,258.68,254.94,6991887
2022-05-18,AMZN,260.23,265.22,257.59,264.47,265.39,1768622
2022-05-19,AMZN,258.93,264.8,252.76,258.87,262.96,3409015
2022-05-20,AMZN,256.61,263.53,249.71,258.52,262.23,1798959
2022-05-23,AMZN,265.98,268.54,264.56,263.21,262.34,3260728
2022-05-24,AMZN,261.21,262.26,258.88,261.96,261.35,4120468
2022-05-25,AMZN,267.64,274.82,261.57,265.84,268.44,2367821
2022-05-26,AMZN,257.75,260.42,251.5,255.13,250.68,2185385
2022-05-27,AMZN,267.0,272.07,264.97,267.59,267.88,6898923
2022-05-30,AMZN,259.87,266.61,257.46,261.89,256.82,4353914
2022-05-31,AMZN,256.02,260.19,255.46,258.99,256.07,7093340
2022-06-01,AMZN,263.78,268.23,257.92,265.49,263.95,8279726
2022-06-02,AMZN,258.37,262.79,252.59,257.11,255.09,5134114
2022-06-03,AMZN,266.58,274.02,262.22,268.3,272.63,1886921
2022-06-06,AMZN,259.44,264.96,253.03,263.14,262.25,1804059
2022-06-07,AMZN,257.82,259.61,255.57,260.63,256.21,8448230
2022-06-08,AMZN,255.96,260.54,255.27,254.29,250.12,9653893
2022-06-09,AMZN,263.82,267.46,262.05,268.4,266.73,2448859
2022-06-10,AMZN,265.49,273.01,265.46,262.71,267.32,2539773
2022-06-13,AMZN,255.22,259.59,248.62,254.99,260.03,7112545
2022-06-14,AMZN,244.35,251.63,241.36,242.27,242.83,3738768
2022-06-15,AMZN,234.25,234.26,231.09,237.4,238.09,9992865
2022-06-16,AMZN,229.25,231.18,228.15,226.17,224.23,8135560
2022-06-17,AMZN,238.56,245.53,236.89,242.19,240.53,2015564
2022-06-20,AMZN,247.38,252.1,246.16,246.69,244.59,7631151
2022-06-21,AMZN,246.23,253.54,245.83,244.8,244.63,5528201
2022-06-22,AMZN,241.7,246.99,235.36,245.94,248.94,8655221
2022-06-23,AMZN,242.92,248.94,240.71,241.93,240.16,5206486
2022-06-24,AMZN,237.71,244.57,235.48,233.89,234.14,1513891
2022-06-27,AMZN,228.45,229.96,225.27,227.84,230.57,7655271
2022-06-28,AMZN,226.77,229.04,224.62,229.26,225.15,1115394
2022-06-29,AMZN,233.47,236.81,232.56,231.0,235.0,8735526
2022-06-30,AMZN,238.37,241.82,234.65,242.9,247.43,2937421
2022-07-01,AMZN,245.79,247.24,244.21,247.52,246.58,9383899
2022-07-04,AMZN,235.68,239.3,229.19,239.49,236.2,4299739
2022-07-05,AMZN,238.49,239.63,231.57,242.45,239.22,2090399
2022-07-06,AMZN,228.6,234.84,227.28,227.84,227.37,6391099
2022-07-07,AMZN,218.81,220.3,212.7,222.39,224.89,1174611
2022-07-08,AMZN,215.03,219.08,213.25,218.55,219.72,1647160
2022-07-11,AMZN,223.82,230.25,223.3,224.11,222.35,4535551
2022-07-12,AMZN,216.65,220.41,210.43,216.68,213.06,6580012
2022-07-13,AMZN,213.19,218.67,210.41,210.57,207.97,7918877
2022-07-14,AMZN,208.19,212.99,206.91,206.71,206.42,9488762
2022-07-15,AMZN,217.18,218.53,214.85,214.14,214.22,5145242
2022-07-18,AMZN,225.89,232.19,223.29,225.81,229.39,8260370
2022-07-19,AMZN,214.67,216.74,211.96,212.35,209.8,1340060
2022-07-20,AMZN,217.75,219.47,217.41,215.41,218.01,8663402
2022-07-21,AMZN,217.38,220.1,211.01,214.78,212.33,3626804
2022-07-22,AMZN,210.27,212.66,204.52,211.24,210.5,9409697
2022-07-25,AMZN,200.78,202.04,197.37,201.7,197.99,4627348
2022-07-26,AMZN,203.77,208.04,199.87,202.31,199.02,4844012
2022-07-27,AMZN,196.21,201.78,193.41,194.77,196.85,5481537
2022-07-28,AMZN,192.48,197.17,187.47,193.81,190.3,6096905
2022-07-29,AMZN,197.55,198.35,196.19,200.57,196.72,7774544
2022-08-01,AMZN,197.03,199.67,196.99,199.54,198.43,5866890
2022-08-02,AMZN,200.52,204.75,194.77,200.77,199.97,9583332
2022-08-03,AMZN,203.37,205.19,202.6,206.16,205.02,6944227
2022-08-04,AMZN,202.78,203.99,199.12,199.21,198.52,5919534
2022-08-05,AMZN,201.48,206.01,196.48,203.67,199.91,2747158
2022-08-08,AMZN,202.22,207.89,197.15,204.99,203.37,4865031
2022-08-09,AMZN,201.63,202.58,201.44,205.23,203.1,3159540
2022-08-10,AMZN,193.23,198.61,189.86,194.52,197.72,4110581
2022-08-11,AMZN,195.57,195.8,194.48,198.16,200.28,4155784
2022-08-12,AMZN,193.16,196.26,193.16,191.16,188.93,3254346
2022-08-15,AMZN,199.07,200.74,197.93,199.11,202.02,3172147
2022-08-16,AMZN,190.68,192.72,186.41,191.07,193.49,9636329
2022-08-17,AMZN,196.26,199.82,193.36,192.65,196.38,4451330
2022-08-18,AMZN,189.44,193.23,187.82,190.09,190.75,5011568
2022-08-19,AMZN,195.81,197.36,193.17,196.1,197.38,8055746
2022-08-22,AMZN,193.75,197.5,192.87,197.1,196.18,7565692
2022-08-23,AMZN,184.45,185.59,181.76,187.24,187.45,9368834
2022-08-24,AMZN,184.15,186.86,183.49,186.38,184.5,9096512
2022-08-25,AMZN,191.72,197.14,188.73,193.08,195.23,2179131
2022-08-26,AMZN,193.65,193.85,190.76,190.98,188.56,4285428
2022-08-29,AMZN,192.35,195.94,191.92,192.37,189.93,6165776
2022-08-30,AMZN,194.99,198.25,190.67,193.71,195.76,4894903
2022-08-31,AMZN,194.68,198.47,194.57,195.88,196.81,3788624
2022-09-01,AMZN,186.62,187.13,181.45,188.03,185.23,4210508
2022-09-02,AMZN,188.34,193.06,188.1,186.36,189.26,1082489
2022-09-05,AMZN,182.72,187.98,179.36,180.98,177.84,1253722
2022-09-06,AMZN,178.05,182.76,175.83,179.62,182.63,4672364
2022-09-07,AMZN,172.56,175.23,167.86,174.66,171.63,7233155
2022-09-08,AMZN,173.8,178.53,173.16,174.04,176.68,4690214
2022-09-09,AMZN,173.49,173.85,172.04,172.27,175.33,3544006
2022-09-12,AMZN,172.81,176.29,171.97,172.71,174.36,8801696
2022-09-13,AMZN,174.99,178.5,174.33,178.11,175.49,7972056
2022-09-14,AMZN,170.87,175.66,167.18,172.61,170.67,4987359
2022-09-15,AMZN,172.89,176.88,172.35,176.08,178.83,3433137
2022-09-16,AMZN,178.47,181.24,175.99,177.14,177.72,7569002
2022-09-19,AMZN,176.88,180.22,173.17,178.37,175.17,8737730
2022-09-20,AMZN,176.14,177.52,174.86,176.02,178.74,4405128
2022-09-21,AMZN,180.54,181.06,177.96,184.09,186.08,2894756
2022-09-22,AMZN,180.56,181.83,178.34,182.59,184.57,3052903
2022-09-23,AMZN,188.19,191.53,186.04,188.2,188.99,6039014
2022-09-26,AMZN,187.93,190.78,186.94,190.28,190.6,2179718
2022-09-27,AMZN,192.93,198.33,187.45,191.92,189.12,5665596
2022-09-28,AMZN,185.46,190.66,184.44,183.62,182.94,4448480
2022-09-29,AMZN,190.92,193.54,189.95,189.15,189.21,2327085
2022-09-30,AMZN,193.06,196.33,188.92,196.44,199.67,9514680
2022-10-03,AMZN,188.13,188.87,186.42,191.1,194.71,8733924
2022-10-04,AMZN,180.79,185.93,178.49,177.24,176.83,1414622
2022-10-05,AMZN,181.58,183.43,179.0,182.41,185.1,6957114
2022-10-06,AMZN,180.39,184.82,175.49,177.64,177.87,3560607
2022-10-07,AMZN,172.22,175.67,167.76,169.89,172.02,8680561
2022-10-10,AMZN,179.35,180.78,174.49,178.06,178.44,1454567
2022-10-11,AMZN,171.17,174.87,168.89,169.5,167.4,7029581
2022-10-12,AMZN,162.62,166.55,162.23,160.61,159.88,5363728
2022-10-13,AMZN,160.26,161.8,155.63,161.17,158.1,4871583
2022-10-14,AMZN,166.27,167.77,165.8,167.99,168.7,6132812
2022-10-17,AMZN,158.85,159.52,155.88,156.99,157.02,5903935
2022-10-18,AMZN,155.41,159.83,151.48,156.79,154.14,1955170
2022-10-19,AMZN,155.3,156.05,150.74,153.18,153.1,4277089
2022-10-20,AMZN,157.46,158.07,155.43,156.04,158.46,1365271
2022-10-21,AMZN,163.98,168.07,162.51,165.87,162.76,9701789
2022-10-24,AMZN,164.41,165.91,162.62,161.56,164.72,1353627
2022-10-25,AMZN,166.96,169.18,162.21,165.26,165.48,5341205
2022-10-26,AMZN,170.35,170.69,169.36,168.4,170.01,2702248
2022-10-27,AMZN,171.6,172.71,167.16,174.63,174.76,4170779
2022-10-28,AMZN,167.03,167.28,165.69,168.07,168.29,9496371
2022-10-31,AMZN,165.3,168.74,162.88,165.39,163.85,5094556
2022-11-01,AMZN,164.82,168.31,160.17,163.69,160.7,5466656
2022-11-02,AMZN,165.55,166.39,161.78,168.76,171.77,2773954
2022-11-03,AMZN,171.77,175.4,169.43,172.05,174.45,5321214
2022-11-04,AMZN,169.59,172.1,166.64,167.48,170.16,7067682
2022-11-07,AMZN,171.85,172.36,168.73,169.24,166.39,5745798
2022-11-08,AMZN,170.18,173.18,169.72,169.71,167.5,9883900
2022-11-09,AMZN,171.22,174.75,169.55,168.44,171.65,3576331
2022-11-10,AMZN,169.91,173.23,169.79,172.02,172.27,3503954
2022-11-11,AMZN,162.47,163.26,158.1,163.67,162.04,1590406
2022-11-14,AMZN,165.56,168.4,163.55,164.66,162.79,7026501
2022-11-15,AMZN,173.35,174.27,170.25,172.83,172.46,3287325
2022-11-16,AMZN,178.99,181.6,176.07,177.59,175.33,1773193
2022-11-17,AMZN,182.82,183.9,179.04,182.02,181.41,5222597
2022-11-18,AMZN,180.4,180.95,178.73,181.59,182.79,3576018
2022-11-21,AMZN,179.68,180.73,178.55,176.26,179.05,2896359
2022-11-22,AMZN,174.79,176.26,174.12,175.76,172.78,2207821
2022-11-23,AMZN,177.32,179.13,173.55,177.73,175.99,6857451
2022-11-24,AMZN,170.52,173.26,168.28,168.93,169.63,8842002
2022-11-25,AMZN,179.02,182.29,176.85,177.05,175.33,5315094
2022-11-28,AMZN,176.65,181.49,174.69,175.75,174.93,8529581
2022-11-29,AMZN,179.31,182.61,177.51,181.59,178.24,8837174
2022-11-30,AMZN,179.54,181.68,176.86,180.74,177.22,8843966
2022-12-01,AMZN,178.58,180.42,177.84,178.15,178.12,4632820
2022-12-02,AMZN,181.77,184.07,176.53,182.49,184.74,1984203
2022-12-05,AMZN,179.91,181.72,176.83,182.5,179.43,1653173
2022-12-06,AMZN,186.21,187.4,182.47,186.53,189.01,2125800
2022-12-07,AMZN,179.31,182.31,174.22,178.7,177.47,6460203
2022-12-08,AMZN,187.03,191.73,181.45,183.46,180.62,6485209
2022-12-09,AMZN,193.03,194.68,191.64,195.24,191.78,4324443
2022-12-12,AMZN,193.14,196.39,188.92,192.02,192.88,6268378
2022-12-13,AMZN,194.06,197.79,192.55,190.84,187.93,3021241
2022-12-14,AMZN,194.06,198.96,189.98,196.31,195.14,4641883
2022-12-15,AMZN,192.0,193.11,191.65,192.7,196.47,2501467
2022-12-16,AMZN,183.3,187.58,181.91,185.71,187.23,9511061
2022-12-19,AMZN,181.63,185.24,179.1,182.58,182.21,2697690
2022-12-20,AMZN,181.77,184.65,177.35,183.48,184.69,2020483
2022-12-21,AMZN,185.78,188.57,180.8,188.9,185.54,8385774
2022-12-22,AMZN,177.19,179.14,174.31,174.7,176.42,1075192
2022-12-23,AMZN,171.32,174.31,167.65,174.18,175.61,7046013
2022-12-26,AMZN,169.51,169.52,168.9,169.74,170.93,4757034
2022-12-27,AMZN,173.42,176.14,173.03,171.28,173.61,7524214
2022-12-28,AMZN,180.27,180.9,174.91,178.17,174.69,9976806
2022-12-29,AMZN,176.32,179.85,175.39,176.89,179.74,3881630
2022-12-30,AMZN,179.32,180.33,175.96,178.15,176.09,3818638
2023-01-02,AMZN,173.56,178.26,171.5,171.79,171.44,3884825
2023-01-03,AMZN,177.81,182.99,175.47,180.37,180.85,2415120
2023-01-04,AMZN,181.19,183.99,177.66,184.02,183.58,9110598
2023-01-05,AMZN,185.74,188.46,182.38,184.44,188.01,7006160
2023-01-06,AMZN,177.26,179.0,173.95,174.12,170.8,5050218
2023-01-09,AMZN,174.3,176.59,172.92,171.96,173.26,5631140
2023-01-10,AMZN,169.07,170.69,166.07,166.18,163.84,1659210
2023-01-11,AMZN,174.35,178.29,170.41,175.86,177.05,5292927
2023-01-12,AMZN,176.83,177.04,173.54,178.8,178.8,4217619
2023-01-13,AMZN,172.9,176.23,169.3,175.46,174.36,7927950
2023-01-16,AMZN,173.96,178.57,171.2,174.08,174.62,7743838
2023-01-17,AMZN,182.04,182.44,181.75,185.23,185.45,6534127
2023-01-18,AMZN,181.72,182.23,177.53,183.52,182.14,3756153
2023-01-19,AMZN,187.86,188.27,182.9,186.03,186.72,9423947
2023-01-20,AMZN,191.21,193.58,187.25,190.01,188.32,9970149
2023-01-23,AMZN,196.0,199.79,193.91,192.47,188.86,5987631
2023-01-24,AMZN,201.14,204.38,196.07,197.38,196.33,3133633
2023-01-25,AMZN,200.08,200.51,194.35,197.86,201.21,4833038
2023-01-26,AMZN,209.79,213.28,203.93,205.64,207.68,9127455
2023-01-27,AMZN,202.23,202.82,199.66,205.74,206.09,5747108
2023-01-30,AMZN,194.98,194.98,190.24,191.76,192.79,9231548
2023-01-31,AMZN,189.3,193.07,188.85,190.08,187.53,7623582
2023-02-01,AMZN,185.53,188.11,182.2,183.09,184.86,3723763
2023-02-02,AMZN,188.55,189.44,184.65,185.74,185.19,3224854
2023-02-03,AMZN,193.23,194.75,188.12,196.26,193.87,6524613
2023-02-06,AMZN,185.26,187.44,181.3,186.44,187.37,3542867
2023-02-07,AMZN,183.0,183.57,179.06,183.03,184.56,3240491
2023-02-08,AMZN,179.79,181.59,179.65,178.65,180.81,9075686
2023-02-09,AMZN,180.12,182.58,179.95,182.85,179.29,9502750
2023-02-10,AMZN,179.92,181.77,174.93,176.5,177.08,5940392
2023-02-13,AMZN,174.87,177.12,171.45,176.46,172.94,9431680
2023-02-14,AMZN,169.01,170.19,167.67,165.88,163.38,9877149
2023-02-15,AMZN,165.88,166.46,165.35,167.34,169.71,3312570
2023-02-16,AMZN,157.94,158.99,157.67,155.43,155.0,3069265
2023-02-17,AMZN,158.19,159.39,153.72,160.76,161.19,4189815
2023-02-20,AMZN,156.31,158.24,152.9,156.01,158.23,9496853
2023-02-21,AMZN,153.74,156.33,153.31,151.9,151.38,2855824
2023-02-22,AMZN,159.53,160.29,157.35,160.21,161.44,4447624
2023-02-23,AMZN,165.42,168.24,163.24,162.56,162.33,8386622
2023-02-24,AMZN,167.32,171.49,164.84,164.76,161.56,3728975
2023-02-27,AMZN,170.63,174.67,169.11,170.6,170.06,4694705
2023-02-28,AMZN,166.04,166.72,165.07,163.09,161.12,1082808
2023-03-01,AMZN,168.16,169.75,163.25,166.1,165.07,4220570
2023-03-02,AMZN,159.89,163.92,159.74,162.71,165.26,5819697
2023-03-03,AMZN,160.59,163.74,158.72,161.53,158.59,1486428
2023-03-06,AMZN,159.9,162.54,155.64,157.37,159.4,2890426
2023-03-07,AMZN,158.21,159.71,156.31,156.0,156.02,8214783
2023-03-08,AMZN,157.28,159.6,153.28,158.58,158.52,3319260
2023-03-09,AMZN,163.34,166.17,162.25,161.83,163.79,1397310
2023-03-10,AMZN,171.38,172.05,167.28,170.65,170.6,8925855
2023-03-13,AMZN,169.88,172.62,169.63,166.5,164.8,7125247
2023-03-14,AMZN,163.45,164.01,161.43,164.42,165.81,2606056
2023-03-15,AMZN,156.58,160.99,155.35,158.79,161.1,7952703
2023-03-16,AMZN,151.39,155.12,147.9,151.98,150.99,3362577
2023-03-17,AMZN,145.67,147.9,143.11,144.85,144.71,4271630
2023-03-20,AMZN,147.72,151.72,147.0,147.02,144.91,6624493
2023-03-21,AMZN,151.1,155.33,149.84,153.82,151.14,6427124
2023-03-22,AMZN,144.41,148.28,142.12,145.39,147.32,2352795
2023-03-23,AMZN,137.75,141.38,136.45,135.7,135.53,6384754
2023-03-24,AMZN,131.29,132.37,131.16,130.87,132.94,9843871
2023-03-27,AMZN,133.09,133.73,129.47,133.17,131.33,9295540
2023-03-28,AMZN,136.51,139.51,133.61,134.88,133.32,7194636
2023-03-29,AMZN,132.69,134.43,129.57,134.19,133.94,8129709
2023-03-30,AMZN,137.18,139.87,136.24,135.94,134.93,2051236
2023-03-31,AMZN,134.07,134.91,132.24,136.26,134.1,7482411
2023-04-03,AMZN,136.58,136.97,132.8,136.95,136.21,7808847
2023-04-04,AMZN,133.26,136.04,133.11,135.07,134.79,6730236
2023-04-05,AMZN,129.55,132.18,126.55,129.41,130.02,5106933
2023-04-06,AMZN,134.66,136.67,131.25,136.28,135.79,3070760
2023-04-07,AMZN,133.39,136.7,132.48,133.52,135.16,4181297
2023-04-10,AMZN,135.29,136.28,134.84,136.88,134.69,3442432
2023-04-11,AMZN,140.09,141.55,136.0,142.78,141.46,1368804
2023-04-12,AMZN,142.96,144.9,142.53,144.15,141.45,8831770
2023-04-13,AMZN,137.8,138.33,137.07,140.34,141.42,8212343
2023-04-14,AMZN,136.39,137.76,135.43,136.28,136.57,6685973
2023-04-17,AMZN,133.08,136.86,132.4,135.55,132.92,5330131
2023-04-18,AMZN,130.86,132.62,128.62,130.52,130.08,7594510
2023-04-19,AMZN,133.29,136.62,132.29,133.87,134.33,4327640
2023-04-20,AMZN,133.1,134.36,132.54,131.58,129.5,7147626
2023-04-21,AMZN,135.24,139.1,132.28,132.82,134.86,8764076
2023-04-24,AMZN,134.48,136.84,130.54,134.65,136.83,1747348
2023-04-25,AMZN,130.32,132.05,128.04,131.97,134.55,4499663
2023-04-26,AMZN,124.42,127.42,122.17,122.92,122.9,7680792
2023-04-27,AMZN,127.79,129.7,126.62,130.21,131.06,4674137
2023-04-28,AMZN,124.98,127.72,124.08,123.34,123.49,3609886
2023-05-01,AMZN,126.59,127.04,124.11,125.5,122.99,2142424
2023-05-02,AMZN,132.08,135.52,131.16,133.55,134.13,9738142
2023-05-03,AMZN,130.41,133.08,130.17,129.87,132.28,5850827
2023-05-04,AMZN,127.65,128.11,124.95,128.39,127.74,9558472
2023-05-05,AMZN,121.55,122.66,118.19,120.68,119.48,5807983
2023-05-08,AMZN,125.49,125.87,121.94,126.97,125.35,7408071
2023-05-09,AMZN,124.04,125.54,121.13,126.34,124.45,4785672
2023-05-10,AMZN,123.81,125.2,122.46,121.59,122.49,4925929
2023-05-11,AMZN,120.03,122.96,117.14,119.96,118.99,6742834
2023-05-12,AMZN,117.48,118.32,114.91,115.32,113.45,1061093
2023-05-15,AMZN,113.41,113.64,110.02,112.45,110.87,3168966
2023-05-16,AMZN,118.35,120.2,117.06,120.12,119.62,4015077
2023-05-17,AMZN,114.89,116.19,113.8,115.7,114.73,6194797
2023-05-18,AMZN,109.9,110.53,108.56,111.82,111.27,6976667
2023-05-19,AMZN,107.21,107.62,107.02,106.37,104.92,2566094
2023-05-22,AMZN,110.0,110.06,108.16,109.47,109.5,6065472
2023-05-23,AMZN,107.95,108.91,105.58,109.55,108.21,1878568
2023-05-24,AMZN,112.25,113.42,110.39,111.62,109.94,6303984
2023-05-25,AMZN,112.53,113.21,111.0,113.86,114.28,1872255
2023-05-26,AMZN,113.07,115.45,110.38,113.65,112.07,7391559
2023-05-29,AMZN,115.07,115.16,113.65,114.3,115.08,2945222
2023-05-30,AMZN,116.12,119.3,113.34,118.08,120.34,1096031
2023-05-31,AMZN,117.54,119.0,114.51,116.38,118.62,6523371
2023-06-01,AMZN,120.99,121.31,120.33,122.25,119.91,8351901
2023-06-02,AMZN,115.11,117.38,113.85,115.63,116.53,4082276
2023-06-05,AMZN,110.6,110.83,108.65,110.69,111.76,5587619
2023-06-06,AMZN,109.74,111.05,109.66,109.02,111.1,8862000
2023-06-07,AMZN,107.87,109.77,105.13,107.62,105.54,1670594
2023-06-08,AMZN,107.98,111.12,105.74,106.13,104.81,7941908
2023-06-09,AMZN,111.67,113.74,109.51,109.56,111.0,8094476
2023-06-12,AMZN,108.98,111.3,108.28,106.98,105.7,2607659
2023-06-13,AMZN,107.21,108.56,105.58,107.11,106.13,1262536
2023-06-14,AMZN,108.34,109.62,107.37,109.93,111.01,8719889
2023-06-15,AMZN,108.28,108.71,106.02,107.01,106.76,1585007
2023-06-16,AMZN,111.81,112.23,108.78,113.43,113.27,7699313
2023-06-19,AMZN,113.14,115.87,111.68,114.43,114.26,9468692
2023-06-20,AMZN,112.99,114.56,110.33,114.44,114.69,2618180
2023-06-21,AMZN,112.62,115.89,110.08,114.02,111.89,5210735
2023-06-22,AMZN,114.27,117.12,114.11,115.89,116.11,2775825
2023-06-23,AMZN,112.19,113.13,110.4,110.17,108.67,8314237
2023-06-26,AMZN,108.06,108.82,106.59,108.14,109.28,5025991
2023-06-27,AMZN,111.2,113.26,110.82,109.67,109.39,4572004
2023-06-28,AMZN,113.9,115.89,112.58,112.4,111.18,6179509
2023-06-29,AMZN,113.03,114.78,112.45,113.77,115.37,3321455
2023-06-30,AMZN,112.94,116.24,111.81,113.37,111.51,6454135
2023-07-03,AMZN,108.3,111.42,105.98,109.55,110.44,6307561
2023-07-04,AMZN,107.76,110.53,104.67,107.76,109.62,6249996
2023-07-05,AMZN,108.17,109.65,107.49,106.03,104.93,5587508
2023-07-06,AMZN,106.87,108.31,103.73,106.23,106.03,2201639
2023-07-07,AMZN,102.04,104.42,100.3,103.11,101.66,6146458
2023-07-10,AMZN,99.53,100.21,99.5,98.06,97.31,2051908
2023-07-11,AMZN,104.37,105.33,103.96,103.11,103.47,1576391
2023-07-12,AMZN,108.15,111.27,107.35,107.93,105.87,6766392
2023-07-13,AMZN,107.22,108.09,106.55,107.88,107.52,2616933
2023-07-14,AMZN,109.24,111.1,106.43,107.57,108.8,7061651
2023-07-17,AMZN,105.04,107.23,103.65,106.91,105.38,6785500
2023-07-18,AMZN,103.8,106.78,102.77,105.72,107.42,3433449
2023-07-19,AMZN,106.95,110.14,106.14,106.68,106.77,3654380
2023-07-20,AMZN,101.77,102.44,100.9,101.54,100.2,8859289
2023-07-21,AMZN,103.85,104.12,101.83,104.49,106.4,1027187
2023-07-24,AMZN,101.23,104.05,98.4,102.13,103.21,1823346
2023-07-25,AMZN,101.37,102.08,100.82,102.63,101.13,5217864
2023-07-26,AMZN,105.82,106.41,102.71,107.91,108.15,2531284
2023-07-27,AMZN,103.87,105.2,102.91,102.96,104.91,2380283
2023-07-28,AMZN,106.3,106.3,104.4,108.07,107.15,2669733
2023-07-31,AMZN,107.91,110.22,105.68,107.13,106.07,9603269
2023-08-01,AMZN,112.48,114.02,109.62,112.26,111.92,2410866
2023-08-02,AMZN,111.65,113.45,111.57,111.4,112.65,7120414
2023-08-03,AMZN,113.16,116.25,113.1,113.42,114.72,5872018
2023-08-04,AMZN,111.17,111.62,108.21,111.04,112.72,6272669
2023-08-07,AMZN,113.1,115.83,110.87,112.64,112.7,8227409
2023-08-08,AMZN,111.67,112.97,111.35,113.53,111.67,6833882
2023-08-09,AMZN,110.7,112.05,108.45,108.79,109.19,7948286
2023-08-10,AMZN,114.34,114.92,111.26,115.05,116.81,5367526
2023-08-11,AMZN,114.82,117.98,111.72,114.58,113.55,4538533
2023-08-14,AMZN,113.53,114.51,112.61,115.17,113.19,7098500
2023-08-15,AMZN,109.81,110.95,109.61,108.8,109.97,8965137
2023-08-16,AMZN,106.76,108.24,105.25,108.35,109.49,5617694
2023-08-17,AMZN,108.58,111.34,108.55,108.16,109.92,7662817
2023-08-18,AMZN,109.04,110.78,107.91,109.13,109.81,4765267
2023-08-21,AMZN,111.38,114.26,110.86,111.16,110.76,7187183
2023-08-22,AMZN,108.59,110.68,105.74,108.24,110.02,9938473
2023-08-23,AMZN,104.32,105.05,101.34,106.23,104.52,1134986
2023-08-24,AMZN,100.78,103.79,100.24,100.79,102.2,1183614
2023-08-25,AMZN,101.83,102.68,99.2,100.95,101.71,7067976
2023-08-28,AMZN,99.0,99.1,97.78,98.16,99.38,8203277
2023-08-29,AMZN,98.57,100.37,96.79,99.86,99.56,3479020
2023-08-30,AMZN,96.26,97.8,94.96,96.03,94.46,7467433
2023-08-31,AMZN,93.5,94.05,92.34,92.48,92.79,4343170
2023-09-01,AMZN,93.02,94.52,92.46,91.74,93.14,4903513
2023-09-04,AMZN,92.21,92.3,90.83,92.41,92.62,7363280
2023-09-05,AMZN,89.23,89.91,87.06,90.83,89.51,5478845
2023-09-06,AMZN,86.68,86.84,85.83,85.45,86.16,5803528
2023-09-07,AMZN,83.59,83.62,81.57,82.51,82.86,4032297
2023-09-08,AMZN,84.31,85.11,84.09,83.37,82.33,4852174
2023-09-11,AMZN,85.64,86.32,85.61,85.71,86.07,9665834
2023-09-12,AMZN,86.41,87.63,84.92,87.89,89.04,3906808
2023-09-13,AMZN,84.14,84.8,82.87,84.96,84.97,1610167
2023-09-14,AMZN,86.02,88.1,85.27,86.58,86.33,9002074
2023-09-15,AMZN,88.99,90.39,87.14,90.35,90.34,3819256
2023-09-18,AMZN,91.25,91.85,90.18,92.58,93.41,4634299
2023-09-19,AMZN,88.64,89.59,87.89,87.5,88.35,3268628
2023-09-20,AMZN,88.24,89.26,85.64,87.85,86.38,1808431
2023-09-21,AMZN,89.04,90.64,87.92,88.8,87.21,5648918
2023-09-22,AMZN,89.08,89.48,88.8,87.74,86.34,6487373
2023-09-25,AMZN,86.38,87.03,85.93,87.96,89.21,3074453
2023-09-26,AMZN,84.89,85.42,83.64,83.26,83.83,5708423
2023-09-27,AMZN,88.27,88.71,86.14,89.3,87.97,4587033
2023-09-28,AMZN,85.36,86.01,84.69,85.55,85.25,9529595
2023-09-29,AMZN,82.17,84.57,81.6,83.07,82.53,2287732
2023-10-02,AMZN,85.11,85.9,83.43,85.34,85.24,5462375
2023-10-03,AMZN,87.09,87.32,85.34,88.47,86.9,2265880
2023-10-04,AMZN,88.97,90.14,87.9,87.68,87.71,2138907
2023-10-05,AMZN,88.77,90.8,88.08,88.7,90.44,7179853
2023-10-06,AMZN,91.8,92.94,89.68,90.11,88.75,2827635
2023-10-09,AMZN,90.9,93.2,89.95,91.46,92.22,6275641
2023-10-10,AMZN,89.6,91.15,88.68,88.11,89.84,2144642
2023-10-11,AMZN,85.77,88.03,84.99,86.28,85.69,4523088
2023-10-12,AMZN,83.73,84.59,82.7,84.47,84.5,9492086
2023-10-13,AMZN,79.89,81.1,78.49,81.23,79.77,6161496
2023-10-16,AMZN,82.72,83.32,80.54,81.13,81.88,9398018
2023-10-17,AMZN,84.02,85.12,83.9,85.43,85.33,1260970
2023-10-18,AMZN,85.61,86.85,85.29,84.63,83.16,6168641
2023-10-19,AMZN,86.66,87.97,84.53,87.91,88.31,1114808
2023-10-20,AMZN,88.35,89.46,86.85,88.88,88.34,9253886
2023-10-23,AMZN,85.11,86.83,85.1,86.56,85.22,1853958
2023-10-24,AMZN,83.69,84.63,83.16,83.98,83.79,1307580
2023-10-25,AMZN,82.18,84.18,80.48,82.92,83.58,3798757
2023-10-26,AMZN,78.89,79.54,76.93,80.41,80.39,1087303
2023-10-27,AMZN,76.05,76.79,74.73,74.76,76.09,4285753
2023-10-30,AMZN,79.19,81.05,77.4,79.53,79.93,6742029
2023-10-31,AMZN,80.21,81.54,77.84,80.96,81.85,8852165
2023-11-01,AMZN,77.93,78.13,76.8,77.97,79.0,4994052
